ID,Header,Nationality_1,Nationality_2,Nationality_3,Nationality_4,Nationality_5,Nationality_6,Nationality_7,Nationality_8,Nationality_9,Nationality_10,Nationality_11
2655,RedBox Chinese Medium Cavalry (72118),Chinese,,,,,,,,,,
2656,RedBox Chinese Heavy Cavalry (72119),Chinese,,,,,,,,,,
2657,RedBox Korean Light Cavalry (72120),Korean,,,,,,,,,,
2658,RedBox Korean Heavy Cavalry Set 1 (72121),Korean,,,,,,,,,,
2659,RedBox Korean Heavy Cavalry Set 2 (72122),Korean,,,,,,,,,,
2660,RedBox Korean Guerrilla Cavalry (72123),Korean,,,,,,,,,,
2661,RedBox Burgundian Crossbowmen (72124),Burgundian,French,,,,,,,,,
2662,First To Fight Polish Artillery (PL1939-055),Polish,,,,,,,,,,
2663,First To Fight German Artillery (PL1939-056),German,,,,,,,,,,
2664,Linear-A Germanic Warriors Set 2 (Command) (010),German,,,,,,,,,,
2665,Linear-A Battle of Cunaxa Set 1 (015),Iranian,Persian,,,,,,,,,
2666,Linear-A The Etruscans Set 1 (014),Etruscan,Italian,,,,,,,,,
2667,Strelets Union Infantry Firing (159),USA,,,,,,,,,,
2668,Strelets Pickett's Charge 3 (178),Confederate,USA,,,,,,,,,
2669,Strelets US Infantry in Attack 3 (179),USA,,,,,,,,,,
2670,Strelets French Line Infantry Standing at Attention (184),French,,,,,,,,,,
2671,HaT Napoleonic French in Greatcoats (8234),French,,,,,,,,,,
2672,Mars Imperial Japanese Paratroopers (72109),Japanese,,,,,,,,,,
2673,Mars Luftwaffe Field Division (72110),German,,,,,,,,,,
2674,Mars German Elite Infantry (Winter Dress) (72111),German,,,,,,,,,,
2675,First To Fight Polish Motorised Artillery Crew (PL1939-057),Polish,,,,,,,,,,
2676,Strelets British 15 pdr 7 cwt BL Gun (177),British,,,,,,,,,,
2677,Strelets Prussian Infantry Standing Shoulder Arms (180),German,Prussian,,,,,,,,,
2678,Strelets Old Guard on the March (181),French,,,,,,,,,,
2679,Strelets 30 pdr Parrott Rifle with US Crew (182),USA,,,,,,,,,,
2680,Strelets 12 pdr Whitworth Rifle with Confederate Crew (183),Confederate,USA,,,,,,,,,
2681,Strelets Cannone da 105/28 Schneider Ansaldo (A016),Italian,,,,,,,,,,
2682,Strelets British Infantry Standing Shoulder Arms (202),British,,,,,,,,,,
2683,HaT Napoleonic Austrian Infantry Marching (8326),Austrian,,,,,,,,,,
2684,HaT Napoleonic Austrian Infantry Action (8327),Austrian,,,,,,,,,,
2685,HaT Napoleonic Austrian Infantry Command (8328),Austrian,,,,,,,,,,
2686,HaT American Civil War Marching (1) (8319),USA,,,,,,,,,,
2687,HaT American Civil War Command (8320),USA,,,,,,,,,,
2688,Strelets French Line Infantry on the March 2 (220),French,,,,,,,,,,
2689,First To Fight Polish Uhlan Command Dismounted (PL1939-067),Polish,,,,,,,,,,
2690,RedBox Guards of Cardinal Richelieu (72147),French,,,,,,,,,,
2691,HaT American Civil War Marching (2) (8332),USA,,,,,,,,,,
2692,Strelets British Infantry Skirmishing (M133),British,,,,,,,,,,
2693,Strelets French Line Infantry at Ease (225),French,,,,,,,,,,
2694,Strelets Japanese Type 98 20mm AA/AT Gun (226),Japanese,,,,,,,,,,
2695,Strelets 155 mm Cannon GPF Mod 1917 (A018),French,,,,,,,,,,
2696,HaT Napoleonic Spanish Infantry Sampler (8330),Spanish,,,,,,,,,,
2697,Strelets Highlanders Standing Order Arms (200),British,,,,,,,,,,
2698,Strelets British Infantry Standing Order Arms (201),British,,,,,,,,,,
2699,Strelets Austrian Grenadiers in Winter Dress on the March (209),Austrian,,,,,,,,,,
2700,Strelets Prussian Line Infantry Standing Order Arms (211),German,Prussian,,,,,,,,,
2701,Strelets Russian Infantry on the March 1 (212),Russian,,,,,,,,,,
2703,Strelets Russian Infantry Standing Order Arms (217),Russian,,,,,,,,,,
2704,Strelets Russian Infantry in Overcoats Standing Order Arms (219),Russian,,,,,,,,,,
2705,Linear-A Margiana (044),Afghan,Turkmenistani,Uzbek,,,,,,,,
2706,Strelets Boer Field Artillery (224),Boer,South African,,,,,,,,,
2707,Strelets Brunswick Light Guards Battalion (154),Brunswick,German,,,,,,,,,
2708,Strelets Boer Infantry (M138),Boer,South African,,,,,,,,,
2709,Strelets British Infantry in Attack 1701-1714 (231),British,,,,,,,,,,
2711,First To Fight Polish Uhlans on Horses 1939 (PL1939-071),Polish,,,,,,,,,,
2712,Linear-A Samnite Wars Set 1 (026),Italian,,,,,,,,,,
2713,Linear-A The Army of Pyrrhus of Epirus (Set 1) (028),Albanian,Epirote,Greek,,,,,,,,
2714,Linear-A Roman Anti-Elephant Wagon (029),Italian,Roman,,,,,,,,,
2715,Linear-A Tarentine Horsemen of Magna Graecia (030),Greek,Italian,,,,,,,,,
2716,Linear-A The Army of Athens (031),Greek,,,,,,,,,,
2717,Strelets British Infantry in Advance 1701-1714 (230),British,,,,,,,,,,
2718,Ultima Ratio Gladiators Myrmillo Secutor Szissor (UR013),Italian,Roman,,,,,,,,,
2719,Strelets Anglo-Saxon Fyrd (M140),Anglo-Saxon,British,,,,,,,,,
2720,Strelets Housecarls of King Harold (M141),Anglo-Saxon,British,,,,,,,,,
2722,Zvezda Soviet 120mm Mortar and Crew (6147),Russian,Soviet,,,,,,,,,
2723,Zvezda German 120mm Mortar with Crew (6268),German,,,,,,,,,,
2724,Zvezda Soviet Machine Gun Squad (6269),German,,,,,,,,,,
2725,Zvezda German Panzergrenadiers (6270),German,,,,,,,,,,
2726,Zvezda Soviet Assault Engineers (6271),Russian,Soviet,,,,,,,,,
2727,"Zvezda Volkssturm, Berlin 1945 (6272)",German,,,,,,,,,,
2728,Linear-A Trajan's Legions vs Dacians (Set 1) (032),Dacian,Italian,Roman,Romanian,,,,,,,
2729,First To Fight Polish Uhlans Command on Horses 1939 (PL1939-072),Polish,,,,,,,,,,
2730,Strelets Confederate Infantry in Defence (249),USA,,,,,,,,,,
2731,Strelets Highlanders 1899-1902 (M139),British,,,,,,,,,,
2732,Mars Finnish Army (Winter Dress) 1942-1944 (72114),Finnish,,,,,,,,,,
2733,"Linear-A Vigiles Urbani ""Cohortes Vigilum"" (001s)",Italian,Roman,,,,,,,,,
2734,Linear-A Sacrifice Before the Battle (002s),Greek,,,,,,,,,,
2735,Linear-A Legionary Recruits Training (003s),Italian,Roman,,,,,,,,,
2736,Linear-A Waterloo After the Battle French Disaster (004s),French,,,,,,,,,,
2737,Linear-A Hittite King Muršili I with Royal Bodyguard (007s),Hittite,Turkish,,,,,,,,,
2738,Linear-A Roman Artillery Set 2 - Onager (092),Italian,Roman,,,,,,,,,
2739,Linear-A Roman Artillery Set 3 - Scorpio (009s),Italian,Roman,,,,,,,,,
2740,Linear-A Hannibal vs Scipio (010s),Carthaginian,Italian,Roman,,,,,,,,
2741,Linear-A Waterloo After the Battle British Disaster (005s),British,,,,,,,,,,
2742,Strelets French Fusiliers (Early War) (236),French,,,,,,,,,,
2743,Strelets British Infantry Firing Line 1701-1714 (232),British,,,,,,,,,,
2745,Strelets Austrian Grenadiers Standing Shoulder Arms (204),Austrian,,,,,,,,,,
2747,Strelets Bavarian Infantry at Ease (270),Bavarian,German,,,,,,,,,
2749,Linear-A Indus Culture (Set 1) (042),Harappan,Indian,Pakistani,,,,,,,,
2750,Strelets Bavarian Infantry in Attack (227),Bavarian,German,,,,,,,,,
2751,Strelets Prussian Uhlans (228),German,Prussian,,,,,,,,,
2752,Strelets Prussian Dragoons (229),German,Prussian,,,,,,,,,
2753,Strelets Finnish Anti-Tank Squad in Summer Dress (245),Finnish,,,,,,,,,,
2754,Strelets Finnish Anti-Tank Squad in Winter Dress (246),Finnish,,,,,,,,,,
2755,Strelets American Anti-Tank Squad (247),USA,,,,,,,,,,
2756,Linear-A Seleucid Infantry Phalanx Set 1 (033),Iranian,Iraqi,Seleucid,Syrian,,,,,,,
2757,Linear-A Ptolemaic Infantry Phalanx Set 1 (034),Egyptian,,,,,,,,,,
2759,Linear-A Battle of Cunaxa Set 3 (Persian Cavalry) (036),Iranian,Persian,,,,,,,,,
2760,RedBox Moscow Noble Cavalry (Siege of Pskov) Set 1 (72127),Muscovite,Russian,,,,,,,,,
2761,RedBox Moscow Noble Cavalry (Siege of Pskov) Set 2 (72128),Muscovite,Russian,,,,,,,,,
2762,RedBox Moscow Noble Cavalry (Siege of Kazan) Set 1 (72133),Muscovite,Russian,,,,,,,,,
2763,RedBox Moscow Noble Cavalry (Siege of Kazan) Set 2 (72134),Muscovite,Russian,,,,,,,,,
2764,RedBox Moscow Noble Cavalry (Battle of Orsha) Set 1 (72135),Muscovite,Russian,,,,,,,,,
2765,RedBox Moscow Noble Cavalry (Battle of Orsha) Set 2 (72136),Muscovite,Russian,,,,,,,,,
2766,Strelets French Musketeers Firing (234),French,,,,,,,,,,
2767,Mars Russian Infantry (72115),Russian,Soviet,,,,,,,,,
2768,Linear-A The Victory of Waterloo (006s),British,German,Prussian,,,,,,,,
2769,Linear-A Hannibal Crosses the Alps Set 5 (025),Celtic,Italian,,,,,,,,,
2770,Linear-A Napoleonic French Cavalry Disaster (027),British,French,,,,,,,,,
2772,Mars Russian Assault Troops (72116),Russian,Soviet,,,,,,,,,
2773,Strelets French Grenadiers (Early War) (235),French,,,,,,,,,,
2774,Linear-A Roman Army under King Servius Tullius (038),Italian,Roman,,,,,,,,,
2775,Linear-A Emperor Justinian I and Imperatrix Theodora I (011s),Byzantine,Roman,,,,,,,,,
2776,Orion Ruff-Puffs (72053),South Vietnamese,Vietnamese,,,,,,,,,
2777,Strelets French Musketeers on the March (233),French,,,,,,,,,,
2778,Orion ARVN Troops (Early War) (72051),South Vietnamese,Vietnamese,,,,,,,,,
2779,Orion ARVN Troops (Late War) (72052),South Vietnamese,Vietnamese,,,,,,,,,
2780,Orion British Tank Crew (Summer Dress) (72057),British,,,,,,,,,,
2781,Linear-A Eastern Roman Empire Infantry Set 1 (039),Byzantine,Roman,Turkish,,,,,,,,
2782,Linear-A Publius Quinctilius Varus 'Disaster' (012s),Italian,Roman,,,,,,,,,
2783,Strelets Arabs in Skirmish (M142),Arab,Iraqi,Syrian,,,,,,,,
2784,Mars German Volkssturm Defenders (72117),German,,,,,,,,,,
2785,Strelets British Cavalry (238),British,,,,,,,,,,
2786,Strelets French Pikemen (237),French,,,,,,,,,,
2787,Strelets French Infantry Summer Order Arms (222),French,,,,,,,,,,
2788,Mars German Night Hunters (72118),German,,,,,,,,,,
2789,Mars German Paratroopers (Tropical Uniform) (72119),German,,,,,,,,,,
2790,HaT American Civil War Infantry Sampler (8333),USA,,,,,,,,,,
2791,HaT Austrian Infantry Sampler (8338),Austrian,,,,,,,,,,
2792,HaT Napoleonic British Cavalry Sampler (8340),British,,,,,,,,,,
2793,Linear-A Roman Frontier Antonine Wall Garrison (013s),Italian,Roman,,,,,,,,,
2794,Strelets Long Range Patrol at Rest (M143),British,,,,,,,,,,
2795,First To Fight Field Cannon 75mm wz.1902/26 (PL1939-077),Polish,,,,,,,,,,
2796,Strelets French Guard Musketeers (242),French,,,,,,,,,,
2797,Strelets Russian Infantry Standing Shoulder Arms (216),Russian,,,,,,,,,,
2798,Strelets Bavarian Infantry Standing Order Arms (271),Bavarian,German,,,,,,,,,
2799,Strelets French Royal Horse Grenadiers (241),French,,,,,,,,,,
2802,T-Model Middle East Military Man Set (TK7312),Afghan,Iraqi,Pakistani,Syrian,,,,,,,
2803,Mars US Paratroopers (72120),USA,,,,,,,,,,
2804,Strelets SAS Desert Ambush (M145),British,,,,,,,,,,
2805,Strelets Africa Corps Mortar Squad (280),German,,,,,,,,,,
2806,Strelets Long Range Desert Group (M144),British,,,,,,,,,,
2807,RedBox Mounted Musketeers of the King of France (72146),French,,,,,,,,,,
2808,RedBox Bonnie Prince Charlie and Scottish Cavalry (72149),British,,,,,,,,,,
2809,Strelets Chevau-Légers and Gendarmes of the Guards (239),French,,,,,,,,,,
2810,RedBox Mounted Guards of Cardinal Richelieu (72148),French,,,,,,,,,,
2811,Linear-A The Army of Pyrrhus of Epirus (Set 2) (045),Albanian,Epirote,Greek,,,,,,,,
2812,Linear-A Samnite Wars (2) Italian Ally Cavalry (046),Italian,,,,,,,,,,
2813,Strelets Arabs in Retreat (M148),Arab,,,,,,,,,,
2814,Strelets Bavarian Infantry on the March (272),Bavarian,German,,,,,,,,,
2815,Strelets French Garde du Corps (240),French,,,,,,,,,,
2816,Strelets Japanese Type 11 Gun (281),Japanese,,,,,,,,,,
2817,Strelets Prussian 7th Uhlans (161),German,Prussian,,,,,,,,,
2818,Strelets M1916 37mm Gun with French Foreign Legion Crew (291),French,,,,,,,,,,
2819,Strelets French Foreign Legion in Camp (M146),French,,,,,,,,,,
2820,Strelets French Foreign Legion in Attack (M147),French,,,,,,,,,,
2823,Linear-A Seleucid Elephants vs Ptolemaic Elephants (049),Egyptian,Seleucid,,,,,,,,,
2824,Mars Eastern Mercenaries (72137),Russian,Tatar,Ukrainian,,,,,,,,
2826,RedBox British Dragoons 1745 (72139),British,,,,,,,,,,
2827,RedBox British Regiments of Horse 1745 (72140),British,,,,,,,,,,
2828,RedBox Prince's Lifeguard and Fitzjames Horse (72141),British,French,Scottish,,,,,,,,
2829,Plastic Soldier Waffen-SS Grenadier Platoon 1944-45 (UMOS001),German,,,,,,,,,,
2830,Orion German Panzer Soldiers 1939-40 (72058),German,,,,,,,,,,
2831,Orion Viet Cong (72059),Vietnamese,,,,,,,,,,
2832,Orion North Vietnamese Army (72060),Vietnamese,,,,,,,,,,
2833,Orion British Tank Crew (Winter Dress) (72061),British,,,,,,,,,,
2834,Zvezda British Headquarters (6174),British,,,,,,,,,,
2835,Zvezda American Infantry (6278),USA,,,,,,,,,,
2836,Zvezda American Marines (6279),USA,,,,,,,,,,
2837,Zvezda Soviet M-72 Motorcycle with Sidecar and Crew (6277),Russian,Soviet,,,,,,,,,
2838,Strelets Vikings (250),Danish,Norwegian,Swedish,Viking,,,,,,,
2839,Plastic Soldier British Eighth Army Platoon (UMOS002),British,,,,,,,,,,
2840,Plastic Soldier Waffen-SS Grenadier 81mm Mortars (UMOS004),German,,,,,,,,,,
2841,Plastic Soldier Waffen-SS Grenadier HMGs (UMOS005),German,,,,,,,,,,
2842,Plastic Soldier Waffen-SS Grenadier Panzerschrecks (UMOS006),German,,,,,,,,,,
2843,Mars German Paratroopers (Winter Uniform) (72121),German,,,,,,,,,,
2844,Plastic Soldier Afrika Korps Platoon (UMOS003),German,,,,,,,,,,
2845,Orion Japanese Tank Crew WW2 (72067),Japanese,,,,,,,,,,
2846,Mars German Panzer Crew in Combat (72122),German,,,,,,,,,,
2847,Linear-A Ptolemaic Infantry Phalanx Set 2 (050),Egyptian,,,,,,,,,,
2848,Strelets French Artillery (244),French,,,,,,,,,,
2849,Strelets British Artillery (243),British,English,Scottish,,,,,,,,
2850,Linear-A Army of Syracuse: Infantry (051),Greek,Italian,,,,,,,,,
2852,Plastic Soldier US Marine Corps Platoon (UMOS007),USA,,,,,,,,,,
2855,Strelets French Dragoons on the March (251),French,,,,,,,,,,
2857,Strelets Dismounted French Dragoons in Skirmish (254),French,,,,,,,,,,
2858,Strelets French Dragoons in Attack (253),French,,,,,,,,,,
2859,RedBox Ukrainian Registered Cossack Infantry (72142),Cossack,Ukrainian,,,,,,,,,
2860,RedBox Ukrainian Zaporozhian Cossack Infantry (72143),Ukrainian,,,,,,,,,,
2861,RedBox Ukrainian Peasant Infantry (72144),Ukrainian,,,,,,,,,,
2862,RedBox Italian Arditi in Armor (72150),Italian,,,,,,,,,,
2863,Strelets French Late War Dragoons in Reserve (252),French,,,,,,,,,,
2864,Strelets DAK Desert Patrol (M081),German,,,,,,,,,,
2865,Strelets Arabs in Ambush (M149),Arab,,,,,,,,,,
2867,First To Fight Polish Horse Artillery (PL1939-084),Polish,,,,,,,,,,
2868,Strelets Austrian Infantry 1701-1714 on the March (260),Austrian,Habsburg Imperial,,,,,,,,,
2870,Strelets Dutch Cuirassiers (259),Dutch,,,,,,,,,,
2871,Mars US Machine Gunners D-Day (72125),USA,,,,,,,,,,
2872,Mars US Rangers D-Day (72126),USA,,,,,,,,,,
2874,Strelets Italian Desert Patrol (M154),Italian,,,,,,,,,,
2876,Linear-A Imperial Roman Centuriones (061),Italian,Roman,,,,,,,,,
2910,LW German 20 mm Flak-38 with Crew (2025b),German,,,,,,,,,,
2911,LW US Army Light Trailer (2026b),USA,,,,,,,,,,
2912,Caesar Three Kingdoms (Shu Kingdom Set 1) (TK001),Chinese,,,,,,,,,,
2916,Linear-A Neo-Assyrian Empire Set 3 (062),Assyrian,Syrian,,,,,,,,,
2917,Ultima Ratio Confederate Infantry Texas Troops (UR015),Confederate,USA,,,,,,,,,
2918,Strelets Bavarian Infantry in Square (274),Bavarian,German,,,,,,,,,
2919,Strelets Bavarian Infantry 1701-1714 Shooting Line (262),Bavarian,German,,,,,,,,,
2920,Model Kasten JNAF Aircrew 'Rabaul Zero Fighter' (F-11 1800),Japanese,,,,,,,,,,
2921,Caesar Modern PRC PLA Troops (H105),Chinese,,,,,,,,,,
2923,Plastic Soldier British Eighth Army Vickers MMGs (UMOS012),British,,,,,,,,,,
2924,Plastic Soldier British Eighth Army 3 Inch Mortar (UMOS009),British,,,,,,,,,,
2925,Plastic Soldier German Afrika Korps MG34 Tripod Teams (UMOS010),German,,,,,,,,,,
2926,Plastic Soldier German Afrika Korps 81 mm Mortars (UMOS011),German,,,,,,,,,,
2929,Plastic Soldier US Marine Corps Support Weapons (UMOS008),USA,,,,,,,,,,
2931,Mars Soviet Border Guards (72129),Russian,Soviet,,,,,,,,,
2932,Hegemony Gurkhas Indian Mutiny (HG006),Nepalese,,,,,,,,,,
2933,Hegemony Romano-Britons (HB007),British,,,,,,,,,,
2934,Hegemony Urartians (HB008),Armenian,Urartu,,,,,,,,,
2935,Hegemony Ancient Dorians (HB009),Greek,,,,,,,,,,
2936,Hegemony Arameans (HB011),Aramaic,Syrian,,,,,,,,,
2937,Strelets Dutch Infantry Firing Line (265),Dutch,,,,,,,,,,
2943,Ultima Ratio Gladiators Hoplomachus Thracian (UR017),Italian,,,,,,,,,,
2944,Ultima Ratio Carthaginian Army: Iberian Infantry Part 2 (UR018),CeltIberian,Spanish,,,,,,,,,
2945,Mars Swiss Mercenaries (72068),Swiss,,,,,,,,,,
2947,Mars German Volkssturm Defenders Set 2 (72130),German,,,,,,,,,,
2948,Mars German Mercenaries (Mid 16th Century) (72131),German,,,,,,,,,,
2949,Mars Persian Light Cavalry (72132),Iranian,Persian,Scythian,,,,,,,,
2950,Mars Persian Mercenary Cavalry (72133),Iranian,Persian,,,,,,,,,
2952,Mars Dacian Army (72135),Dacian,Romanian,,,,,,,,,
2953,Mars Samurai (72136),Japanese,,,,,,,,,,
2954,Hegemony Phrygians (HB012),Phrygian,Turkish,,,,,,,,,
2955,Hegemony Persian War Elephants (HB013),Indian,Iranian,Persian,,,,,,,,
2956,Orion Long Range Desert Group (72062),British,,,,,,,,,,
2957,Orion German Panzer Soldiers (DAK) (72063),German,,,,,,,,,,
2958,Orion French Tank Crew WW2 (72064),French,,,,,,,,,,
2959,Orion Polish Tank Crew WW2 (72065),Polish,,,,,,,,,,
2960,Linear-A Legions of Gaius Julius Caesar (Set 1) (063),Italian,Roman,,,,,,,,,
2961,Linear-A Legions of Gaius Julius Caesar (Set 2) (064),Italian,Roman,,,,,,,,,
2963,Orion Italian Tank Crew (72066),Italian,,,,,,,,,,
2964,Strelets 1745 Jacobite Artillery (283),British,,,,,,,,,,
2965,Strelets Russian Jaegers in Winter Dress (289),Russian,,,,,,,,,,
2970,RedBox Byzantine Light Cavalry Set 1 (72137),Byzantine,Turkish,,,,,,,,,
2971,Linear-A Neo-Assyrian Empire Siege Engineer Set 4 (083),Assyrian,,,,,,,,,,
2972,Linear-A Neo-Assyrian Empire Infantry Set 5 (084),Assyrian,Iraqi,Syrian,,,,,,,,
2973,"Linear-A Dilmun, Magan, Jiroft (085)",Emirati,Omani,,,,,,,,,
2974,Ultima Ratio Carthaginian Army: Libyan Infantry (UR021),Carthaginian,Libyan,,,,,,,,,
2977,Linear-A Bacchanalia in Ancient Rome (Set 1) (088),Italian,Roman,,,,,,,,,
2978,Linear-A Roman Artillery (Set 1) Ballista (089),Italian,Roman,,,,,,,,,
2981,Linear-A Gnaeus Pompeius Magnus with General Staff (018s),Italian,Roman,,,,,,,,,
2986,Linear-A Cleopatra VII Philopator (021s),Egyptian,,,,,,,,,,
2987,Linear-A Alexander the Great with General Staff (1) (022s),Macedonian,,,,,,,,,,
2989,Linear-A Gaius Julius Caesar at Alesia (008s),Italian,Roman,,,,,,,,,
2990,Linear-A Wilusa (093),Trojan,Turkish,,,,,,,,,
2991,Linear-A Legions of Marcus Licinius Crassus (Set 2) (094),Italian,Roman,,,,,,,,,
3004,Linear-A Pyrrhic Elephants (107),Albanian,Epirote,Greek,,,,,,,,
3005,Strelets British Infantry in Skirmish (285),British,,,,,,,,,,
3006,Strelets British Infantry in Square (286),British,,,,,,,,,,
3007,Mars British Paratroopers (72139),British,,,,,,,,,,
3008,Mars U.S. Marines (72140),USA,,,,,,,,,,
3009,Mars U.S. Paratroopers (Part 2) (72141),USA,,,,,,,,,,
3010,Mars German Artillery Crew (Winter) (72142),German,,,,,,,,,,
3011,Strelets Early WWII US Infantry in Combat (M159),USA,,,,,,,,,,
3012,Strelets Austrian Infantry 1701-1714 in Attack (261),Austrian,Habsburg Imperial,,,,,,,,,
3013,HaT French Light Infantry Chasseurs Sampler (8341),French,,,,,,,,,,
3019,Linear-A Gangs/Revolt in Rome (Set 1) (112),Italian,Roman,,,,,,,,,
3028,HaT AWI American Infantry (8342),USA,,,,,,,,,,
3029,HaT AWI British Infantry (8343),British,,,,,,,,,,
3032,Mars Ukrainain Defenders Set II (72143),Ukrainian,,,,,,,,,,
3033,Orion Hungarian Tank Crew WW2 (72069),Hungarian,,,,,,,,,,
3034,Orion US Infantry in Vietnam (Middle War) (72070),USA,,,,,,,,,,
3035,Orion USMC In Vietnam (Early War) (72068),USA,,,,,,,,,,
3036,HaT Napoleonic Hungarian Infantry (Marching) (8334),Hungarian,,,,,,,,,,
3037,HaT Napoleonic Hungarian Infantry (Action) (8335),Hungarian,,,,,,,,,,
3038,Ultima Ratio Burgundian Foot Soldiers (UR022),Burgundian,French,,,,,,,,,
3044,"Linear-A Jesus, the True Story (128)",Israeli,Judean,,,,,,,,,
3047,Strelets Seminole Warriors (M160),USA,,,,,,,,,,
3048,Strelets US Volunteers (Seminole Wars) (M161),USA,,,,,,,,,,
3049,Ultima Ratio Roman Republic Army: Hastati (UR023),Italian,Roman,,,,,,,,,
3052,Linear-A Republican Roman Incendiary Swine (141),Italian,Roman,,,,,,,,,
3054,HaT AWI American Artillery (8344),USA,,,,,,,,,,
3055,HaT AWI American Cavalry (8346),USA,,,,,,,,,,
3056,RedBox Tudor Light Infantry (72155),British,English,,,,,,,,,
3057,HaT American War of Independence British Artillery (8345),British,,,,,,,,,,
3058,HaT American War of Independence British Cavalry (8347),USA,,,,,,,,,,
3059,HaT Hessian Musketeers Charging (8348),German,Hessian,,,,,,,,,
3060,Ultima Ratio Japanese Warrior Monks (UR024),Japanese,,,,,,,,,,
3061,HaT Napoleonic Russian Infantry Marching (8350),Russian,,,,,,,,,,
3062,Strelets British Light Infantry on the March (294),British,,,,,,,,,,
3063,Strelets British Light Infantry in Attack (295),British,,,,,,,,,,
3064,Strelets Early WWII Infantry in Defence (M162),USA,,,,,,,,,,
3065,Strelets IJA Infantry in Melee (M163),Japanese,,,,,,,,,,
3066,Strelets Holy Roman Empire Grenadiers 1701-1714 (269),German,Habsburg Imperial,,,,,,,,,
3067,Orion Finnish Tank Crew WW2 (72071),Finnish,,,,,,,,,,
3068,Orion USMC in Vietnam (Late War) (72072),USA,,,,,,,,,,
3069,Orion Spanish Republican Pilots (72073),Spanish,,,,,,,,,,
3070,Ultima Ratio Roman Republican Army: Velites (UR025),Italian,Roman,,,,,,,,,
3071,HaT Napoleonic Russian Infantry Action (8351),Russian,,,,,,,,,,
3072,HaT Napoleonic Russian Infantry Command (8352),Russian,,,,,,,,,,
3073,First To Fight CKM wz.30 in Cavalry Service (PL1939-120),Polish,,,,,,,,,,
3076,Linear-A Gangs/Revolt in Rome (Set 2) (147),Italian,Roman,,,,,,,,,
3077,Linear-A French Engineers (Set 2) (148),French,,,,,,,,,,
3080,Ultima Ratio The Thracians (UR026),Bulgarian,Greek,Thracian,,,,,,,,
3081,HaT Hessian Musketeers (8349),German,Hessian,,,,,,,,,
3082,HaT Hessian Grenadiers (8353),German,Hessian,,,,,,,,,
3086,Strelets British Light Infantry Standing Order Arms (296),British,,,,,,,,,,
3087,Strelets British Light Infantry Standing Shoulder Arms (297),British,,,,,,,,,,
3088,Strelets British Light Infantry Firing Line (299),British,,,,,,,,,,
3089,Strelets British Light Infantry in Square (300),British,,,,,,,,,,
3090,Strelets Early Texas Rangers (M165),Texian,USA,,,,,,,,,
3091,Strelets Comanche Warriors (M166),USA,,,,,,,,,,
3101,Mars Italian Paratroopers (72145),Italian,,,,,,,,,,
3102,Mars U.S. Chemical Mortar Team (72146),USA,,,,,,,,,,
3103,Mars German MG Team (72147),German,,,,,,,,,,
3104,Mars German Afrika Korps (72148),German,,,,,,,,,,
3107,Ultima Ratio French Armies of the Hundred Years War (UR027),French,,,,,,,,,,
3108,Heller US Paratroopers (49651),USA,,,,,,,,,,
3109,Heller British Paratroopers (49623),British,,,,,,,,,,
3110,Heller German Air Force Personnel (49655),German,,,,,,,,,,
3111,Heller US Air Force Personnel (49648),USA,,,,,,,,,,
3112,Heller British Infantry 8th Army (49609),British,,,,,,,,,,
3119,Strelets French Line Cavalry in Attack (267),French,,,,,,,,,,
3120,Strelets Mounted Seminoles (301),USA,,,,,,,,,,
3121,Strelets Napoleon in Egypt (303),French,,,,,,,,,,
3122,Strelets Apache Warriors (M167),USA,,,,,,,,,,
3123,Strelets Texas Rangers 2 (M168),USA,,,,,,,,,,
